p_val,avg_log10FC,pct.1,pct.2,p_val_adj,cluster,gene
0.009880091195004116,0.050559640854569377,0.132,0.05,1,4,Zfp202
0.009925666970026907,0.1126251049416877,0.547,0.248,1,4,Tshz3
0.009961400175760141,0.13530973135523186,0.434,0.298,1,4,Slk
0.009968180815011454,0.05136235657820585,0.094,0.022,1,4,Gm16252
0.009973750733669745,0.14009277198036962,0.774,0.517,1,4,Nfia
4.070936281746083e-19,0.8289105029539462,0.971,0.698,8.625906887391775e-15,18,Gm26917
2.266150173133978e-18,0.264726132534123,1,0.672,4.801745601853586e-14,18,Snhg11
1.0018010137665713e-17,0.389694056064523,0.971,0.655,2.1227161680699877e-13,18,Rian
1.85772838515561e-17,0.33931915081106223,1,0.799,3.936340675306222e-13,18,Meg3
4.3398102407460197e-17,0.4078680456751427,0.943,0.753,9.19562391911674e-13,18,Cacna1a
6.0050418672594e-17,0.6773261519375352,0.886,0.529,1.2724083212535945e-12,18,Rbfox3
1.52365229197213e-16,0.47592865286066965,0.829,0.379,3.2284668414597464e-12,18,Zfp385b
4.079410065109748e-16,0.5197668142487988,0.657,0.275,8.643861986961046e-12,18,Pde4a
4.550388978655914e-16,0.5342803062307091,0.943,0.753,9.641819206874015e-12,18,Camta1
5.215496360206195e-16,0.5107267724384957,0.857,0.411,1.1051115237640906e-11,18,Tspoap1
7.004791586910275e-16,0.270287848143576,0.971,0.672,1.484245289350418e-11,18,Snhg14
1.1782146455053157e-15,0.5832218444286166,0.8,0.347,2.4965190123612133e-11,18,Dgkz
3.6433556215999386e-15,0.5687922077194125,0.743,0.494,7.71990622660811e-11,18,Atp2b2
8.557467922219572e-15,0.32071459407711567,1,0.704,1.8132418780391052e-10,18,Ank3
1.0093333873436902e-14,0.4886398923473275,0.714,0.357,2.1386765144425451e-10,18,Kifc2
1.6014207646358685e-14,0.41530141404901033,0.943,0.782,3.3932504581869416e-10,18,Dst
2.1343096078041285e-14,0.4642191827968691,0.8,0.523,4.5223886279761677e-10,18,Ksr2
2.5927338786045615e-14,0.4880396044740298,0.8,0.505,5.493743815375205e-10,18,Kif5a
3.3079153538350934e-14,0.3710040967969819,1,0.764,7.009141843241179e-10,18,Nav2
6.73061307744415e-14,0.5330144991917387,0.943,0.842,1.4261496049796409e-9,18,Gm42418
8.642378299375321e-14,0.5029930495535712,0.771,0.515,1.8312335378546367e-9,18,Xkr6
1.0003620085294257e-13,0.53004478457539,0.857,0.454,2.119667059873e-9,18,Camk2b
1.238338689064022e-13,0.10259511863593662,0.971,0.667,2.623915848257756e-9,18,Nrg1
